2287	(1322 2) (1879 1) (1024 2) (365 1) (101 1) (1454 1) (1559 1) (1729 40) (518 1) (941 1) (1950 1) (1110 3) (523 1) (683 1) (1569 1) (5 12) (120 1) (1142 1) (379 1) (511 1) (269 1) (1173 2) (385 1) (56 1) (550 1) (1164 1) (1872 1) (1761 1) (538 9) (1354 1) (1458 1) (829 3) (1095 1) (185 1) (1001 1) (1914 1) (1127 1) (24 1) (973 1) (1650 1) (1967 1) (1518 1) (1703 1) (719 1) (785 1) (372 1) (504 1) (1264 3) (751 1) (1826 1) (1832 1) (1462 1) (157 2) (1379 1) (189 2) (421 1) (1609 1) (93 1) (1347 1) (881 3) (416 1) (1778 1) (1465 2) (1373 1) (1109 1) (1334 1) (1136 1) (1858 2) (121 1) (905 1) (602 1) (1169 1) (866 1) (1119 2) (89 2) (1351 1) (243 1) (265 1) (74 7) (307 1) (6 1) (380 2) (661 1) (546 2) (1153 1) (761 2) (1708 1) (1067 1) (1768 1) (798 2) (1900 1) (957 2) (1223 1) (746 1) (1519 4) (260 3) (788 4) (21 1) (165 1) (729 15) (1560 9) (467 1) (847 1) (97 1) (1457 1) (889 2) (1159 1) (1128 1) (1740 1) (842 1) (1573 1) (285 1) (1402 1) (1794 3) (615 2) (1121 1) (1064 1) (1138 1) (869 6) (1397 1) (1942 1) (1461 1) (537 1) (642 2) (637 2) (590 1) (1889 11) (212 6) (706 1) (1776 1) (701 1) (1249 1) (1231 1) (457 1) (569 1) (1720 2) (41 1) (779 1) (1627 1) (1525 1) (105 1) (1202 1) (792 1) (938 2) (266 1) (633 2) (805 1) (1695 1) (541 1) (1054 2) (674 1) (1026 1) (1732 1) (1278 1) (1135 1) (1510 1) (430 1) (166 1) (34 1) (1927 1) (161 1) (279 1) (1374 1) (149 2) (601 3) (584 1) (975 2) (732 1) (958 1) (1701 4) (1965 16) (259 1) (27 1) (1733 1) (1092 2) (1090 2) (604 3) (406 1) (1408 1) (1282 3) (1117 6) (1011 1) (1524 1) (736 1) (1589 2) (451 1) (318 3) (880 2) (649 1) (1122 1) (1439 13) (1667 1) (1471 1) (799 2) (1909 1) (769 1) (943 1) (155 1) (1381 1) (399 5) (768 1) (278 2) (1445 1) (868 1) (1643 1) (1000 1) (1726 1) (167 1) (1809 1) (1758 1) (1208 3) (589 4) (1420 7) (1684 1) (939 2) (123 1) (1472 2) (1018 6) (355 1) (754 3) (1049 3) (1845 2) (776 1) (525 1) (1961 1) (150 1) (1566 1) (1098 1) (1053 2) (199 1) (1432 13) (1038 2) (585 3) (370 1) (463 1) (470 2) (1658 2) (808 1) (1679 1) (359 1) (1738 3) (1257 1) (703 2) (1702 1) (1284 8) (864 1) (1585 1) (386 2) (1797 1) (1372 1) (627 1) (1316 6) (1459 2) (1913 2) (524 1) (1448 1) (1189 25) (1010 1) (844 1) (1385 3) (1721 1) (1639 1) (40 1) (1903 1) (652 1) (351 5) (781 1) (246 1) (1294 1) (763 1) (272 6) (1893 4) (549 1) (1161 2) (315 2) (1678 1) (30 2) (854 1) (1148 1) (1480 1) (373 2) (1859 3) (242 1) (126 1) (1314 1) (79 1) (1056 5) (1789 3) (400 1) (828 2) (720 1) (1346 1) (395 1) (1236 1) (464 4) (1582 1) (528 1) (1550 3) (723 1) (47 4) (1597 1) (277 3) (1653 1) (1184 1) (309 3) (1463 1) (215 1) (676 4) (496 2)
2289	(1024 2) (1767 1) (1729 33) (1840 1) (941 1) (1549 1) (1005 1) (1406 1) (730 1) (1808 1) (1618 2) (741 1) (247 1) (1142 2) (1305 1) (202 1) (1437 1) (1788 1) (1735 1) (538 10) (153 4) (1095 2) (1127 6) (288 1) (1645 2) (1386 2) (320 2) (1904 1) (1623 1) (52 2) (1709 1) (570 1) (587 1) (125 2) (934 1) (1013 2) (1815 1) (29 1) (1946 1) (1664 1) (1714 6) (1911 1) (376 1) (1418 1) (623 1) (646 1) (834 1) (1858 3) (1169 1) (1377 1) (1215 1) (61 1) (1119 1) (396 1) (1351 2) (998 1) (243 1) (849 1) (74 3) (1651 7) (546 3) (201 1) (534 1) (1067 1) (1900 1) (260 7) (38 1) (820 1) (70 1) (788 1) (21 1) (1619 1) (1238 1) (1560 17) (92 1) (1938 1) (229 1) (1951 1) (551 1) (710 1) (1740 1) (974 1) (874 1) (650 1) (1794 2) (1328 1) (980 2) (1878 1) (1138 1) (356 1) (989 1) (1739 11) (642 1) (526 1) (1016 1) (1889 10) (1744 1) (212 1) (1776 5) (985 1) (13 1) (129 1) (779 1) (1525 1) (237 3) (633 1) (360 1) (765 1) (398 1) (1895 1) (1185 1) (1278 1) (965 2) (34 1) (161 1) (1301 1) (573 1) (1631 1) (1916 1) (1929 1) (291 1) (1965 9) (1707 2) (236 1) (1464 2) (159 1) (1117 4) (419 1) (81 1) (377 1) (990 2) (7 1) (1722 1) (318 3) (509 2) (880 1) (39 1) (1439 14) (1969 1) (323 1) (594 1) (799 3) (726 1) (621 1) (895 1) (1556 1) (108 1) (462 1) (1112 1) (780 1) (455 4) (1176 1) (306 1) (299 1) (1948 1) (589 3) (531 1) (255 1) (1277 1) (939 4) (194 1) (1547 1) (1598 1) (971 1) (1368 1) (1780 1) (1053 1) (1432 15) (1452 1) (1038 3) (585 1) (1869 1) (1317 1) (1538 1) (1679 2) (1738 1) (544 1) (1934 5) (1141 1) (1221 1) (154 3) (1052 1) (727 1) (72 1) (175 1) (1140 1) (1372 1) (1272 1) (876 1) (859 1) (1617 2) (1421 4) (1459 7) (539 1) (1781 3) (1189 10) (1289 1) (844 1) (1590 1) (1326 2) (1721 6) (963 1) (1476 1) (896 1) (1101 1) (1745 1) (1244 1) (1777 2) (272 2) (346 1) (1893 1) (1614 1) (800 1) (1116 1) (300 1) (752 1) (432 1) (818 1) (1593 1) (1248 1) (1859 1) (1363 2) (1495 1) (1657 1) (358 1) (807 5) (1561 1) (474 1) (1891 2) (283 1) (1742 2) (1384 1) (1550 4) (1925 4) (163 5) (68 1) (178 1) (691 1) (639 1) (1917 1) (676 1) (100 1) (1014 1) (972 1)
2290	(1337 1) (1729 4) (628 1) (777 1) (1269 1) (511 1) (1095 1) (1782 1) (782 1) (1921 1) (1287 1) (1430 2) (719 1) (504 1) (802 1) (1892 1) (606 1) (1013 1) (284 1) (924 1) (1946 1) (1109 2) (480 1) (602 1) (1169 1) (89 1) (243 1) (1943 1) (546 1) (761 1) (798 1) (1900 1) (1666 1) (788 1) (1560 3) (1365 1) (329 1) (1106 1) (53 1) (1842 5) (1889 1) (212 1) (1776 1) (1099 1) (1333 1) (1035 1) (674 1) (906 1) (34 2) (161 1) (689 1) (601 1) (1389 1) (1965 5) (1488 1) (413 1) (12 1) (1707 1) (1239 1) (1258 1) (1675 1) (86 1) (1209 1) (1894 2) (1117 1) (318 1) (1439 2) (1307 1) (1821 1) (799 1) (626 1) (915 1) (912 1) (959 1) (636 1) (1066 1) (563 1) (922 1) (1562 1) (1413 1) (675 1) (1873 1) (589 1) (548 2) (648 1) (939 4) (525 1) (557 1) (1003 1) (295 1) (705 1) (739 1) (1432 6) (717 1) (1262 1) (1679 2) (1221 1) (931 1) (1553 1) (581 1) (1517 3) (1126 1) (1189 1) (1721 1) (1481 1) (1491 1) (235 1) (1440 1) (1193 1) (800 1) (287 1) (620 1) (801 1) (1056 1) (955 1) (1610 1) (1500 1) (491 4) (592 2)
2291	(1501 2) (1469 1) (479 1) (1729 22) (1237 1) (893 1) (1840 1) (555 1) (1295 1) (88 1) (1554 1) (1855 1) (120 1) (1591 1) (1142 1) (1971 1) (861 1) (550 3) (1735 1) (1260 1) (1001 1) (1127 9) (1576 2) (1935 1) (1904 1) (651 1) (14 2) (719 2) (110 1) (1323 1) (702 3) (344 3) (196 1) (460 1) (1514 1) (189 1) (1247 1) (881 3) (756 5) (179 1) (1040 1) (321 1) (1418 1) (1828 1) (514 1) (937 1) (1020 1) (1183 4) (602 2) (634 1) (1896 1) (1072 1) (1351 2) (133 1) (660 3) (988 1) (1433 1) (243 2) (1521 1) (546 1) (761 2) (381 1) (1470 2) (1783 2) (1900 1) (894 3) (825 1) (778 1) (1042 1) (38 2) (561 5) (192 1) (407 1) (630 1) (729 1) (1560 5) (916 1) (830 1) (1836 2) (1291 2) (285 1) (1350 1) (519 2) (1592 1) (1534 1) (1121 1) (1425 1) (1138 1) (356 6) (1755 1) (499 1) (256 1) (1683 1) (590 1) (1889 5) (1644 1) (547 1) (212 2) (622 1) (837 1) (1776 8) (1150 1) (1525 4) (1857 1) (237 1) (360 1) (205 1) (1695 1) (530 2) (965 2) (1727 4) (1764 2) (1754 1) (430 2) (1219 1) (34 3) (1548 2) (161 1) (601 1) (1154 1) (904 2) (176 1) (1884 1) (743 1) (1965 10) (1124 1) (1256 1) (1488 1) (71 1) (1139 1) (1707 1) (1239 1) (1332 1) (947 1) (900 5) (1117 1) (1011 4) (76 1) (318 2) (509 1) (649 1) (1801 1) (271 2) (1571 1) (1439 10) (1557 1) (535 2) (1821 5) (799 1) (483 5) (1460 1) (668 1) (685 1) (986 1) (306 1) (267 1) (431 1) (1805 1) (658 6) (1413 2) (1034 5) (490 1) (1662 1) (1873 4) (589 3) (1472 1) (1145 1) (1018 1) (458 2) (1181 1) (823 1) (194 1) (1770 1) (580 1) (1516 1) (872 1) (1605 1) (1941 4) (1098 1) (993 2) (1432 8) (1813 1) (1300 2) (791 1) (331 1) (441 4) (16 1) (1038 2) (463 1) (1679 3) (1738 2) (1218 4) (336 2) (1284 1) (1506 1) (314 1) (595 1) (1459 1) (1966 4) (363 1) (482 1) (1157 3) (1448 1) (1189 1) (1390 1) (844 3) (1453 1) (771 1) (1674 1) (114 1) (1822 3) (8 1) (290 1) (929 1) (1193 1) (478 1) (1607 1) (763 1) (272 1) (1893 1) (82 1) (999 1) (1512 3) (1774 1) (1280 2) (833 1) (168 1) (262 2) (1229 1) (1395 1) (1673 2) (1859 1) (294 1) (918 1) (136 1) (1363 1) (897 1) (1056 10) (886 1) (1742 1) (624 1) (728 1) (15 3) (850 1) (1880 2) (442 1) (90 2) (1367 2) (923 1) (1848 1) (215 1) (1490 1) (775 1) (1769 1) (755 1) (1812 1) (1468 4)
2293	(69 1) (1665 1) (1036 1) (629 1) (1024 1) (1469 2) (1729 22) (1031 1) (1315 1) (1083 2) (1818 1) (1950 1) (276 1) (1068 2) (120 1) (247 10) (1142 1) (511 1) (614 1) (269 1) (1305 1) (861 2) (1137 1) (1327 1) (698 1) (538 1) (153 1) (404 1) (1196 1) (1835 2) (1127 1) (288 1) (1645 1) (301 1) (1475 2) (1803 1) (1623 1) (25 1) (14 1) (719 1) (785 2) (504 3) (1323 1) (934 2) (357 1) (542 1) (1922 1) (1800 1) (1379 1) (1013 1) (881 2) (1115 1) (152 1) (228 1) (1641 1) (1100 1) (261 2) (29 1) (1109 1) (623 2) (211 1) (574 1) (602 2) (1377 1) (1447 1) (293 2) (132 1) (89 1) (1351 2) (133 3) (243 2) (849 1) (74 3) (1651 7) (233 4) (678 1) (761 1) (381 1) (1636 1) (334 1) (1900 1) (910 1) (260 5) (598 1) (693 1) (815 1) (729 4) (1560 11) (229 2) (566 1) (1032 1) (361 1) (1296 2) (522 1) (461 1) (1195 1) (551 2) (1281 1) (224 1) (1350 1) (578 1) (1270 10) (1794 1) (1878 1) (1719 2) (420 2) (1397 1) (1461 1) (1075 1) (476 1) (642 2) (637 1) (1889 9) (1612 1) (1039 1) (706 1) (1776 1) (1932 1) (129 1) (1852 1) (1393 3) (1525 1) (633 2) (1695 1) (586 1) (1648 1) (965 1) (1510 1) (513 1) (34 1) (45 1) (161 3) (601 1) (22 1) (1652 1) (1535 1) (1965 11) (1520 1) (1707 4) (1733 1) (1765 1) (919 1) (1224 1) (672 1) (1117 6) (1011 1) (1524 1) (736 1) (1603 3) (362 1) (318 2) (880 1) (434 1) (1376 1) (1439 14) (1969 1) (1175 1) (1821 3) (799 3) (1909 2) (1162 1) (1325 1) (330 10) (1952 1) (1112 2) (1171 1) (983 1) (1396 1) (636 1) (1015 1) (438 1) (653 1) (922 1) (35 1) (1413 1) (1873 1) (589 1) (1467 1) (680 1) (548 1) (255 1) (939 5) (342 1) (1018 3) (48 1) (855 1) (63 1) (1225 1) (707 2) (414 1) (971 1) (1053 1) (1432 11) (1188 1) (1038 2) (502 1) (1785 1) (576 1) (1679 4) (1738 1) (1218 1) (1336 1) (1849 1) (1284 1) (1353 1) (612 1) (250 1) (231 1) (1649 1) (1459 3) (99 1) (671 1) (1834 1) (1517 1) (1781 2) (1189 9) (844 2) (961 1) (1385 1) (1721 3) (401 1) (139 1) (418 1) (1706 1) (272 2) (899 1) (1893 3) (835 1) (1625 1) (183 1) (1673 1) (1248 2) (1480 1) (1859 2) (4 1) (126 1) (1495 1) (1410 3) (1056 1) (1165 1) (1532 1) (1537 1) (1550 3) (1357 1) (908 1) (1925 3) (62 1) (1299 1) (691 4) (871 1) (1120 1) (83 1) (1009 2) (1737 1) (215 2) (1088 1)
2294	(1879 2) (1729 29) (909 1) (1850 1) (481 2) (1200 1) (1158 1) (1290 1) (994 2) (1569 1) (1544 1) (1728 1) (120 2) (1142 3) (1269 1) (511 2) (1793 1) (1692 3) (269 1) (677 1) (1486 1) (1671 1) (1756 1) (1233 1) (1342 2) (747 1) (913 1) (1640 2) (153 2) (1222 1) (1095 12) (1391 1) (288 3) (1359 1) (565 1) (1967 2) (1518 1) (1254 1) (1887 1) (1430 1) (1298 1) (719 4) (785 1) (1511 4) (125 1) (1577 3) (196 7) (949 1) (902 1) (853 1) (1147 1) (1319 1) (1704 1) (1479 1) (152 5) (289 1) (448 1) (57 1) (78 1) (1232 1) (1847 1) (164 1) (179 3) (443 1) (1109 1) (253 1) (485 2) (1677 1) (84 1) (1183 1) (1283 1) (602 2) (766 5) (877 1) (734 6) (132 1) (1351 1) (243 6) (1104 1) (507 1) (74 1) (206 1) (1074 1) (452 2) (1691 3) (546 2) (793 1) (85 1) (761 1) (220 1) (366 1) (534 3) (1067 1) (1868 1) (334 4) (1900 4) (910 1) (1021 1) (260 1) (1174 1) (160 1) (1502 1) (1751 2) (297 1) (729 1) (1560 19) (252 1) (435 1) (329 1) (1951 1) (1687 1) (757 1) (1407 1) (1012 2) (1851 1) (1534 1) (1794 2) (156 2) (1121 1) (1970 6) (1425 1) (1540 1) (1138 1) (471 2) (1361 1) (77 1) (1414 1) (1584 1) (1700 1) (1889 7) (679 1) (1039 1) (212 2) (1114 1) (647 1) (1776 4) (515 1) (1249 2) (1831 2) (457 1) (911 1) (1799 2) (13 1) (1852 1) (1874 1) (1720 1) (1525 2) (237 1) (921 1) (1170 2) (888 5) (965 2) (750 1) (1146 1) (34 15) (1273 1) (180 1) (423 4) (1007 1) (191 1) (1389 1) (1620 2) (1535 1) (1965 19) (641 4) (1669 1) (1707 1) (144 1) (1239 4) (681 1) (1894 1) (1117 17) (736 1) (7 1) (1144 1) (318 5) (303 4) (1439 11) (811 1) (323 2) (1821 6) (799 4) (1162 1) (848 1) (520 1) (66 1) (1344 1) (1061 1) (521 1) (1594 1) (1699 1) (1445 1) (1015 2) (505 1) (653 1) (490 1) (1873 2) (1203 1) (589 1) (1134 1) (209 1) (939 8) (968 7) (776 1) (1598 1) (705 1) (954 1) (1790 1) (1432 10) (338 1) (576 1) (951 1) (1679 9) (907 1) (1404 1) (744 4) (336 1) (1141 3) (613 7) (386 3) (1717 3) (314 1) (1881 1) (465 1) (1649 1) (1459 3) (1966 1) (539 1) (203 1) (1817 1) (1157 2) (903 1) (581 1) (104 1) (1189 2) (1289 1) (1866 1) (1807 6) (517 1) (26 1) (1508 1) (946 2) (171 1) (1244 1) (1523 1) (1030 2) (568 1) (58 1) (378 1) (433 1) (510 1) (207 1) (478 1) (763 4) (1893 4) (1442 1) (536 2) (1045 1) (214 1) (967 1) (1546 1) (867 1) (603 1) (1436 1) (1859 1) (326 1) (268 2) (767 1) (1056 6) (1288 1) (960 1) (532 1) (1065 1) (1346 1) (1610 1) (1742 1) (928 1) (1093 1) (1930 1) (728 1) (740 2) (1827 1) (575 1) (860 1) (1550 1) (1923 1) (200 2) (1004 1) (691 1) (1505 1) (1331 2) (486 1) (1320 1) (122 2) (1945 3) (659 3) (232 2) (1912 1) (1870 1)
2295	(892 1) (1729 38) (962 1) (977 1) (762 2) (115 1) (1290 1) (217 1) (449 1) (120 2) (1142 6) (379 3) (878 1) (1305 2) (597 2) (1041 2) (1705 1) (384 1) (1655 1) (1310 2) (1275 1) (1954 3) (538 1) (288 2) (1645 1) (1921 1) (436 1) (1518 1) (1623 1) (1409 1) (724 4) (14 1) (785 1) (1871 1) (619 1) (1313 1) (189 1) (870 1) (1572 14) (770 1) (152 1) (1773 1) (29 1) (1489 1) (492 1) (789 1) (591 1) (443 2) (1418 1) (1136 1) (1383 1) (1581 1) (602 1) (687 3) (280 1) (1447 6) (1526 1) (1351 2) (133 1) (411 1) (243 4) (1201 4) (1 1) (1600 1) (74 1) (942 1) (546 3) (761 1) (810 1) (1311 1) (1900 1) (825 1) (1255 1) (260 1) (862 2) (1174 1) (28 3) (424 1) (729 1) (33 1) (1560 24) (484 2) (1968 1) (1178 1) (1888 3) (461 1) (456 1) (1740 1) (1910 1) (1936 7) (1534 1) (1328 2) (1540 2) (141 1) (109 1) (1567 1) (1028 1) (488 1) (1659 1) (1292 1) (669 2) (1937 1) (1889 13) (1155 1) (212 1) (1776 2) (738 1) (1668 4) (1552 1) (1050 1) (129 1) (41 1) (371 1) (503 1) (134 2) (244 2) (1814 1) (1779 3) (360 1) (508 2) (311 1) (1695 1) (1563 1) (398 1) (1071 1) (953 1) (794 1) (718 1) (888 2) (298 1) (412 1) (965 1) (1959 1) (1103 1) (34 1) (745 3) (733 1) (584 1) (819 3) (562 1) (1615 1) (772 1) (1752 1) (958 1) (1795 1) (1965 11) (391 1) (54 1) (1707 1) (313 3) (498 1) (704 1) (540 2) (159 1) (764 1) (1117 7) (996 1) (1933 1) (1603 1) (1722 1) (318 1) (880 1) (98 1) (1439 19) (494 1) (758 2) (345 1) (367 1) (1821 1) (799 2) (213 1) (1862 1) (1029 1) (1171 3) (1198 2) (1213 1) (768 2) (1245 1) (455 1) (1015 1) (135 1) (563 1) (80 2) (922 1) (1413 3) (1626 1) (1873 1) (589 1) (663 4) (1905 1) (617 1) (939 2) (1472 3) (1018 1) (355 1) (1551 1) (776 2) (1611 2) (887 1) (327 1) (1531 1) (1484 3) (310 1) (1499 1) (1432 10) (1038 2) (585 1) (1785 1) (1763 1) (1679 6) (1285 2) (1738 2) (1336 3) (1220 1) (703 3) (1284 2) (446 1) (43 1) (250 4) (1459 4) (1949 2) (1781 4) (218 2) (1448 3) (1189 14) (1289 2) (588 3) (1721 1) (1341 3) (26 1) (632 1) (1689 1) (914 2) (235 2) (1077 1) (478 2) (1893 1) (1309 1) (1444 1) (1442 3) (151 1) (752 4) (51 2) (190 1) (422 2) (790 1) (865 3) (1859 1) (126 4) (1816 1) (506 1) (195 2) (437 2) (1172 1) (1056 3) (1033 1) (1710 1) (1197 1) (635 4) (987 1) (1352 1) (1268 4) (596 2) (1550 1) (850 2) (1713 1) (1431 1) (1621 1) (111 1) (1606 1) (322 1) (543 1) (1490 1) (708 1) (1417 1)
2296	(1469 1) (1190 1) (1633 1) (347 1) (1729 32) (333 1) (0 1) (666 1) (1295 1) (523 1) (1882 1) (1443 2) (308 1) (1142 1) (1269 1) (440 1) (1533 1) (269 2) (533 1) (500 1) (472 1) (538 1) (930 1) (1095 1) (1127 3) (885 1) (1724 1) (1529 1) (1967 1) (1803 5) (1518 1) (1703 2) (257 1) (1628 1) (14 1) (1430 2) (719 3) (1323 2) (619 3) (1577 1) (1132 1) (1545 2) (638 1) (1087 2) (46 4) (969 2) (1931 2) (152 3) (1641 1) (1847 2) (1302 1) (1811 7) (321 1) (353 1) (966 4) (1183 4) (602 2) (1215 1) (956 1) (1886 1) (1796 2) (1622 1) (1351 2) (133 3) (1433 2) (243 4) (428 1) (1651 1) (1604 1) (292 1) (1206 2) (60 1) (546 2) (1306 1) (1199 1) (761 3) (810 1) (1067 1) (1047 1) (798 1) (1274 1) (334 1) (1900 6) (910 1) (302 1) (260 1) (349 1) (1676 1) (1751 1) (392 1) (1487 1) (137 1) (729 7) (1560 7) (1837 1) (852 2) (1296 1) (665 1) (461 1) (493 2) (1210 1) (1195 2) (551 1) (1740 2) (1012 1) (1259 1) (1794 1) (1017 1) (1498 1) (9 1) (1587 1) (1672 1) (1006 1) (53 1) (1138 2) (420 1) (1082 2) (642 2) (489 1) (1214 1) (1889 8) (1744 2) (212 2) (1825 1) (1776 4) (997 1) (1249 1) (1060 1) (457 6) (41 1) (73 1) (237 1) (1167 1) (773 1) (662 1) (888 1) (1278 1) (1648 2) (425 1) (824 2) (1483 1) (32 1) (34 1) (161 3) (17 2) (22 7) (286 1) (1965 4) (204 1) (1503 1) (445 1) (1371 1) (611 1) (1733 1) (1107 2) (1209 7) (900 3) (406 1) (1117 13) (318 8) (1801 1) (1690 1) (1439 21) (1877 2) (1630 1) (1821 3) (1731 1) (799 1) (91 1) (520 1) (915 4) (685 3) (768 1) (1445 1) (1528 2) (883 1) (1015 1) (223 1) (1113 1) (563 3) (1250 1) (241 1) (722 1) (1583 1) (1873 1) (426 1) (589 3) (374 2) (749 2) (516 1) (1018 5) (553 1) (968 1) (1181 1) (1049 2) (776 1) (1798 1) (712 1) (63 3) (1743 2) (707 2) (1531 1) (1711 1) (673 1) (1716 7) (1432 6) (182 2) (1038 3) (585 1) (127 1) (1679 5) (1579 1) (1738 1) (1336 1) (1358 1) (744 2) (703 1) (1802 1) (1284 6) (11 1) (1670 1) (497 1) (876 1) (250 2) (1459 4) (363 1) (556 1) (1834 1) (976 1) (1781 2) (1189 14) (1289 1) (1734 2) (40 1) (652 2) (731 1) (23 1) (1558 1) (75 2) (1491 2) (290 1) (667 1) (1308 2) (763 2) (272 1) (1893 4) (716 1) (752 1) (1578 1) (432 1) (36 1) (967 1) (183 4) (867 1) (305 11) (1859 3) (210 1) (107 1) (1056 3) (1789 1) (1473 1) (395 3) (575 1) (427 1) (1582 2) (1550 4) (982 1) (1431 1) (1004 2) (691 1) (501 1) (607 1) (1331 1) (935 1) (1681 3) (882 1)
2286	(1369 1) (760 1) (1729 19) (234 1) (1110 1) (523 1) (1596 1) (1882 7) (1569 1) (1939 1) (873 1) (120 2) (1142 6) (1497 1) (1867 1) (797 2) (1919 1) (1063 1) (538 1) (670 1) (1095 3) (841 1) (288 2) (1921 1) (1359 1) (37 2) (1518 1) (14 3) (1430 1) (719 1) (785 1) (1330 1) (1279 1) (1577 3) (1455 1) (189 1) (20 1) (1319 1) (1890 1) (1741 1) (881 2) (152 1) (1875 1) (179 1) (321 1) (1682 1) (1828 2) (348 1) (1960 1) (1183 1) (602 3) (981 1) (397 1) (1351 3) (1345 1) (243 1) (1521 1) (1696 2) (761 1) (1338 1) (1470 1) (102 1) (1057 1) (334 1) (1900 1) (1723 1) (910 3) (825 1) (260 1) (38 1) (424 1) (1824 1) (1370 1) (729 1) (1560 16) (1938 1) (65 1) (1920 1) (625 1) (879 2) (1634 1) (1392 1) (1360 3) (948 1) (1794 1) (1328 1) (980 1) (884 1) (1361 1) (1964 1) (753 1) (901 3) (1810 1) (1889 6) (970 1) (212 1) (1419 1) (1776 6) (997 1) (701 1) (1249 1) (1539 2) (984 1) (173 1) (41 1) (1759 1) (343 1) (266 1) (633 2) (1695 1) (1466 1) (1515 1) (1895 2) (1167 1) (888 1) (926 2) (1278 3) (965 1) (1698 1) (34 1) (1747 1) (856 1) (161 3) (279 1) (64 1) (601 2) (44 1) (826 1) (59 2) (1965 9) (572 1) (1707 1) (1271 2) (1733 1) (1058 1) (1107 1) (1239 1) (804 2) (350 1) (219 1) (1117 1) (1048 1) (230 1) (737 1) (318 4) (1439 7) (1339 1) (799 1) (1838 1) (198 1) (1688 1) (1171 2) (1474 1) (1445 1) (455 2) (1015 1) (1000 6) (226 1) (3 1) (1496 1) (431 2) (1076 1) (1873 1) (589 1) (927 1) (1081 1) (939 5) (1340 1) (1472 3) (1018 1) (1547 1) (1748 1) (1770 1) (640 1) (1025 1) (1156 1) (95 1) (50 2) (199 1) (1432 11) (1813 1) (1188 1) (1038 1) (840 1) (1763 1) (576 1) (1679 5) (1738 4) (1218 1) (1543 3) (1023 1) (1940 1) (1316 1) (1459 2) (1966 1) (931 1) (1913 1) (688 1) (1448 1) (1189 13) (1289 1) (368 1) (844 1) (1276 2) (258 1) (390 1) (186 1) (1854 1) (1822 1) (995 2) (832 1) (1642 1) (950 1) (168 1) (1625 2) (1527 1) (19 1) (1757 1) (1859 2) (1363 1) (1056 8) (720 4) (1532 1) (1550 2) (1923 1) (871 1) (1606 1) (486 1) (803 1) (1653 1) (469 1) (1962 1) (1565 1) (1490 1) (755 1) (364 1)
2288	(1024 2) (1767 1) (1729 33) (1840 1) (941 1) (1549 1) (1005 1) (1406 1) (730 1) (1808 1) (1618 2) (741 1) (247 1) (1142 2) (1305 1) (202 1) (1437 1) (1788 1) (1735 1) (538 10) (153 4) (1095 2) (1127 6) (288 1) (1645 2) (1386 2) (320 2) (1904 1) (1623 1) (52 2) (1709 1) (570 1) (587 1) (125 2) (934 1) (1013 2) (1815 1) (29 1) (1946 1) (1664 1) (1714 6) (1911 1) (376 1) (1418 1) (623 1) (646 1) (834 1) (1858 3) (1169 1) (1377 1) (1215 1) (61 1) (1119 1) (396 1) (1351 2) (998 1) (243 1) (849 1) (74 3) (1651 7) (546 3) (201 1) (534 1) (1067 1) (1900 1) (260 7) (38 1) (820 1) (70 1) (788 1) (21 1) (1619 1) (1238 1) (1560 17) (92 1) (1938 1) (229 1) (1951 1) (551 1) (710 1) (1740 1) (974 1) (874 1) (650 1) (1794 2) (1328 1) (980 2) (1878 1) (1138 1) (356 1) (989 1) (1739 11) (642 1) (526 1) (1016 1) (1889 10) (1744 1) (212 1) (1776 5) (985 1) (13 1) (129 1) (779 1) (1525 1) (237 3) (633 1) (360 1) (765 1) (398 1) (1895 1) (1185 1) (1278 1) (965 2) (34 1) (161 1) (1301 1) (573 1) (1631 1) (1916 1) (1929 1) (291 1) (1965 9) (1707 2) (236 1) (1464 2) (159 1) (1117 4) (419 1) (81 1) (377 1) (990 2) (7 1) (1722 1) (318 3) (509 2) (880 1) (39 1) (1439 14) (1969 1) (323 1) (594 1) (799 3) (726 1) (621 1) (895 1) (1556 1) (108 1) (462 1) (1112 1) (780 1) (455 4) (1176 1) (306 1) (299 1) (1948 1) (589 3) (531 1) (255 1) (1277 1) (939 4) (194 1) (1547 1) (1598 1) (971 1) (1368 1) (1780 1) (1053 1) (1432 15) (1452 1) (1038 3) (585 1) (1869 1) (1317 1) (1538 1) (1679 2) (1738 1) (544 1) (1934 5) (1141 1) (1221 1) (154 3) (1052 1) (727 1) (72 1) (175 1) (1140 1) (1372 1) (1272 1) (876 1) (859 1) (1617 2) (1421 4) (1459 7) (539 1) (1781 3) (1189 10) (1289 1) (844 1) (1590 1) (1326 2) (1721 6) (963 1) (1476 1) (896 1) (1101 1) (1745 1) (1244 1) (1777 2) (272 2) (346 1) (1893 1) (1614 1) (800 1) (1116 1) (300 1) (752 1) (432 1) (818 1) (1593 1) (1248 1) (1859 1) (1363 2) (1495 1) (1657 1) (358 1) (807 5) (1561 1) (474 1) (1891 2) (283 1) (1742 2) (1384 1) (1550 4) (1925 4) (163 5) (68 1) (178 1) (691 1) (639 1) (1917 1) (676 1) (100 1) (1014 1) (972 1)
